City,Date,hail,thunder,tornado,meantempm,meantempi,meandewptm,meandewpti,meanpressurem,meanpressurei,meanwindspdm,meanwindspdi,meanwdire,meanwdird,meanvism,meanvisi,humidity,fog,maxtempm,maxtempi,mintempm,mintempi,maxhumidity,minhumidity,maxdewptm,maxdewpti,mindewptm,mindewpti,rain,maxpressurem,maxpressurei,minpressurem,minpressurei,maxwspdm,maxwspdi,minwspdm,minwspdi,maxvism,maxvisi,snow,minvism,minvisi,gdegreedays,heatingdegreedays,coolingdegreedays,precipm,precipi
EDDC,9/10/2017,0,0,0,14,58,12,53,1005.13,29.68,11,7,SSW,192,10,6.2,83,0,17,62,12,53,100,68,13,55,10,50,1,1006,29.71,1003,29.62,20,13,7,5,10,6.2,0,10,6.2,8,8,0,0,0
EDDC,9/11/2017,0,0,0,16,60,9,49,1002.67,29.61,14,9,South,189,10,6.2,69,0,20,68,11,51,88,46,11,52,7,45,0,1006,29.71,1001,29.56,32,20,7,5,10,6.2,0,10,6.2,10,6,0,0,0
EDDC,9/12/2017,0,0,0,14,56,8,47,1006.35,29.72,15,9,SW,232,10,6.2,71,0,17,62,11,51,82,55,11,52,7,45,1,1010,29.83,1004,29.65,24,15,7,5,10,6.2,0,10,6.2,6,8,0,0,0
EDDC,9/13/2017,0,0,0,14,58,9,49,1005.15,29.68,20,12,SSW,211,10,6.2,73,0,19,66,10,50,88,52,11,52,8,46,1,1011,29.86,1002,29.59,37,23,11,7,10,6.2,0,10,6.2,8,7,0,0,0
EDDC,9/14/2017,0,0,0,13,55,9,47,1003.1,29.62,22,13,SW,227,10,6.2,75,0,15,59,10,50,94,59,11,52,6,43,1,1006,29.71,1000,29.53,32,20,13,8,10,6.2,0,10,6.2,5,10,0,0,0
EDDC,9/15/2017,0,0,0,12,54,8,47,1011.21,29.87,16,10,SW,230,10,6.2,78,0,16,60,9,48,94,59,10,50,7,45,1,1014,29.95,1006,29.71,24,15,6,4,10,6.2,0,10,6.2,4,11,0,0,0
EDDC,9/16/2017,0,0,0,10,50,8,46,1012.29,29.9,6,4,South,181,10,6.2,84,0,15,59,6,42,100,67,9,48,6,43,1,1014,29.95,1011,29.86,13,8,2,1,10,6.2,0,10,6.2,0,14,0,0,0
EDDC,9/17/2017,0,0,0,12,52,7,44,1012.87,29.92,7,4,WSW,252,9.3,5.8,76,1,17,62,6,42,100,48,9,48,5,41,0,1014,29.95,1011,29.86,15,9,2,1,10,6.2,0,0.5,0.3,2,13,0,0,0
EDDC,9/18/2017,0,0,0,12,52,7,45,1014.6,29.97,9,6,SW,227,10,6.2,78,0,16,60,7,44,93,52,9,48,6,43,1,1017,30.04,1013,29.92,15,9,6,4,10,6.2,0,10,6.2,2,13,0,0,0
EDDC,9/19/2017,0,0,0,10,50,6,43,1016.49,30.02,8,5,WSW,242,10,6.2,77,1,16,60,4,39,100,52,8,46,4,39,0,1018,30.06,1016,30.01,11,7,2,1,10,6.2,0,10,6.2,0,16,0,0,0
EDDC,9/20/2017,0,0,0,12,52,8,46,1018.98,30.09,8,5,West,267,8.9,5.5,82,0,15,59,8,46,94,63,9,48,6,43,1,1021,30.15,1017,30.04,17,10,4,2,10,6.2,0,5,3.1,2,12,0,0,0
EDDC,9/21/2017,0,0,0,12,53,9,48,1020.58,30.14,7,5,WNW,287,9.4,5.9,82,0,16,60,8,46,100,67,10,50,7,45,0,1021,30.15,1020,30.12,17,10,2,1,10,6.2,0,7,4.3,3,12,0,0,0
EDDC,9/22/2017,0,0,0,14,56,9,49,1020.6,30.14,5,3,WNW,298,9.6,5.9,79,0,17,62,10,50,94,59,11,52,9,48,0,1022,30.18,1020,30.12,11,7,2,1,10,6.2,0,7,4.3,6,8,0,0,0
EDDC,9/23/2017,0,0,0,12,52,9,48,1022.1,30.18,7,4,NNW,333,8.8,5.5,86,1,16,60,7,44,100,63,10,50,6,43,1,1023,30.21,1021,30.15,15,9,2,1,10,6.2,0,2.5,1.6,2,13,0,0,0
EDDC,9/24/2017,0,0,0,12,52,11,52,1021.79,30.17,7,4,West,280,5.6,3.5,97,0,13,55,10,50,100,88,12,54,9,48,1,1023,30.21,1020,30.12,11,7,2,1,10,6.2,0,1.4,0.9,2,12,0,0,0
EDDC,9/25/2017,0,0,0,14,56,12,54,1021.46,30.16,5,3,ENE,65,6.1,3.8,94,1,15,59,12,53,100,77,13,55,11,52,1,1023,30.21,1021,30.15,11,7,2,1,10,6.2,0,0.1,0.1,6,9,0,0,0
EDDC,9/26/2017,0,0,0,15,58,11,52,1023.96,30.24,11,7,ESE,115,9.8,6.1,82,0,18,64,12,53,94,64,13,55,10,50,1,1026,30.3,1022,30.18,26,16,2,1,10,6.2,0,8,5,8,6,0,0,0
EDDC,9/27/2017,0,0,0,17,62,12,54,1024.87,30.27,9,6,East,96,9.9,6.2,80,0,22,71,12,53,100,53,15,59,11,52,1,1026,30.3,1024,30.24,20,13,4,2,10,6.2,0,9,5.6,12,3,0,0,0
EDDC,9/28/2017,0,0,0,16,62,12,54,1025.65,30.29,11,7,SE,141,,,79,0,19,66,14,57,88,68,13,55,11,52,0,1026,30.3,1025,30.27,26,16,6,4,,,0,,,12,4,0,0,0
EDDC,9/29/2017,0,0,0,17,62,10,49,1024,30.24,14,9,SSE,149,,,67,0,21,69,13,55,82,43,11,52,8,46,0,1026,30.3,1022,30.18,20,13,7,5,,,0,,,12,3,0,0,0
EDDC,9/30/2017,0,0,0,15,58,7,45,1018.96,30.09,19,12,SSE,153,,,61,0,19,66,11,51,77,43,8,46,5,41,0,1022,30.18,1017,30.04,28,17,13,8,,,0,,,8,6,0,0,0
EDDC,10/1/2017,0,0,0,12,53,8,47,1020.48,30.14,14,8,South,171,9.2,5.7,80,0,13,55,11,51,100,58,12,54,5,41,0,1023,30.21,1017,30.04,26,16,2,1,10,6.2,0,2.4,1.5,3,12,0,0,0
EDDC,10/2/2017,0,0,0,12,54,10,50,1016.79,30.03,13,8,South,180,8.7,5.4,85,0,17,62,8,46,94,59,12,54,7,45,1,1022,30.18,1012,29.89,30,18,6,4,10,6.2,0,6,3.7,4,11,0,0,0
EDDC,10/3/2017,0,0,0,12,54,10,50,1014.89,29.97,11,7,West,259,10,6.2,86,0,14,57,11,51,94,72,12,54,8,46,1,1022,30.18,1011,29.86,20,13,6,4,10,6.2,0,9,5.6,4,11,0,0,0
EDDC,10/4/2017,0,0,0,12,54,7,45,1019.35,30.1,15,9,WSW,249,10,6.2,74,0,14,57,10,50,94,59,9,48,6,43,1,1022,30.18,1015,29.98,26,16,11,7,10,6.2,0,10,6.2,4,12,0,0,0
EDDC,10/5/2017,0,0,0,12,52,8,46,1006.77,29.73,21,13,WSW,256,10,6.2,80,0,14,57,9,48,100,67,10,50,4,39,1,1015,29.98,998,29.47,46,29,15,9,10,6.2,0,10,6.2,2,12,0,0,0
EDDC,10/6/2017,0,0,0,10,50,7,45,1010.71,29.85,21,13,West,277,10,6.2,83,0,11,51,9,48,93,76,8,46,6,43,1,1016,30.01,1009,29.8,28,17,17,10,10,6.2,0,10,6.2,0,16,0,0,0
EDDC,10/7/2017,0,0,0,10,50,7,45,1015.21,29.98,16,10,West,263,9.9,6.2,84,0,12,53,9,48,94,62,9,48,5,41,1,1018,30.06,1009,29.8,26,16,11,7,10,6.2,0,8,5,0,14,0,0,0
EDDC,10/8/2017,0,0,0,9,48,7,45,1011.4,29.87,17,10,West,276,9.7,6,87,0,11,51,7,44,100,76,10,50,4,39,1,1017,30.04,1008,29.77,26,16,6,4,10,6.2,0,3,1.9,0,18,0,0,0
EDDC,10/9/2017,0,0,0,8,46,6,42,1016.83,30.03,9,6,West,267,9.9,6.2,84,0,11,51,6,42,100,71,8,46,4,39,1,1018,30.06,1016,30.01,22,14,6,4,10,6.2,0,8,5,0,18,0,0,0
EDDC,10/10/2017,0,0,0,12,52,9,49,1014.85,29.98,11,7,WSW,252,8.7,5.4,90,0,14,57,9,48,100,77,11,52,6,43,1,1016,30.01,1014,29.95,20,13,6,4,10,6.2,0,4.5,2.8,2,12,0,0,0
EDDC,10/11/2017,0,0,0,14,58,10,50,1016.66,30.03,16,10,WSW,243,10,6.2,77,0,17,62,12,53,88,67,11,52,9,48,0,1017,30.04,1016,30.01,22,14,9,6,10,6.2,0,10,6.2,8,8,0,0,0
EDDC,10/12/2017,0,0,0,14,58,9,48,1017.83,30.06,16,10,WSW,249,10,6.2,70,0,18,64,11,51,77,55,11,52,6,43,1,1023,30.21,1015,29.98,30,18,6,4,10,6.2,0,10,6.2,8,8,0,0,0
EDDC,10/13/2017,0,0,0,13,55,9,48,1024.56,30.26,12,7,West,260,10,6.2,75,0,16,60,10,50,88,59,11,52,7,45,0,1026,30.3,1023,30.21,20,13,4,2,10,6.2,0,10,6.2,5,10,0,0,0
EDDC,10/14/2017,0,0,0,16,60,12,53,1026.38,30.31,10,6,WSW,238,10,6.2,79,0,20,68,12,53,94,60,13,55,10,50,0,1027,30.33,1026,30.3,20,13,6,4,10,6.2,0,10,6.2,10,4,0,0,0
EDDC,10/15/2017,0,0,0,16,61,12,54,1026.17,30.31,10,6,South,186,,,82,0,22,71,11,51,100,57,14,57,11,52,0,1028,30.36,1024,30.24,17,10,4,2,,,0,,,11,4,0,0,0
EDDC,10/16/2017,0,0,0,16,61,12,53,1024.08,30.24,8,5,SSW,208,,,79,0,22,71,11,51,100,50,13,55,10,50,0,1025,30.27,1024,30.24,17,10,4,2,,,0,,,11,4,0,0,0
EDDC,10/17/2017,0,0,0,18,63,11,52,1021.7,30.17,8,5,South,178,8,5,78,0,24,75,11,51,100,41,14,57,10,50,0,1024,30.24,1019,30.09,13,8,2,1,8,5,0,8,5,13,2,0,0,0
EDDC,10/18/2017,0,0,0,15,59,11,52,1015.68,30,8,5,SSE,150,6.1,3.8,86,0,20,68,10,50,100,64,13,55,9,48,0,1019,30.09,1014,29.95,17,10,2,1,9,5.6,0,5,3.1,9,6,0,0,0
EDDC,10/19/2017,0,0,0,14,58,10,50,1014.69,29.97,7,5,South,171,1.3,0.8,86,1,20,68,9,48,100,56,13,55,8,46,0,1016,30.01,1014,29.95,15,9,4,2,8,5,0,0,0,8,7,0,0,0
EDDC,10/20/2017,0,0,0,13,55,9,48,1013.88,29.95,11,7,SSE,154,8.3,5.1,77,0,17,62,9,48,94,55,11,52,8,46,1,1015,29.98,1013,29.92,20,13,6,4,10,6.2,0,6,3.7,5,10,0,0,0
EDDC,10/21/2017,0,0,0,12,54,8,47,1015,29.98,9,6,SSW,202,7.4,4.6,80,0,15,59,10,50,100,63,12,54,7,45,1,1016,30.01,1013,29.92,15,9,4,2,10,6.2,0,4,2.5,4,10,0,0,0
EDDC,10/22/2017,0,0,0,10,50,8,46,1013.17,29.93,10,6,WSW,240,9.3,5.8,80,0,13,55,8,46,100,58,12,54,5,41,1,1014,29.95,1012,29.89,24,15,4,2,10,6.2,0,3.5,2.2,0,14,0,0,0
EDDC,10/23/2017,0,0,0,9,48,8,46,1016,30.01,10,6,West,272,9.1,5.7,92,0,10,50,7,44,100,82,9,48,6,43,1,1020,30.12,1013,29.92,17,10,4,2,10,6.2,0,2.4,1.5,0,17,0,0,0
EDDC,10/24/2017,0,0,0,10,50,8,47,1022.47,30.19,9,6,WSW,237,9,5.6,84,0,14,57,7,44,100,63,10,50,6,43,1,1024,30.24,1020,30.12,20,13,6,4,10,6.2,0,2,1.2,0,14,0,0,0
EDDC,10/25/2017,0,0,0,14,58,11,52,1020.42,30.13,13,8,WSW,239,9.9,6.1,82,0,17,62,12,53,100,68,12,54,10,50,1,1023,30.21,1019,30.09,22,14,7,5,10,6.2,0,8,5,8,8,0,0,0
EDDC,10/26/2017,0,0,0,14,56,10,50,1022.34,30.19,9,6,West,264,9.8,6.1,82,0,15,59,12,53,94,67,11,52,9,48,0,1024,30.24,1019,30.09,18,12,6,4,10,6.2,0,8,5,6,9,0,0,0
EDDC,10/27/2017,0,0,0,10,50,8,46,1018.02,30.07,15,9,WNW,296,10,6.2,86,0,12,53,8,46,94,76,10,50,6,43,1,1023,30.21,1015,29.98,33,21,7,5,10,6.2,0,8,5,0,16,0,0,0
EDDC,10/28/2017,0,0,0,8,46,5,42,1013.73,29.94,21,13,West,270,9.9,6.1,81,0,9,48,7,44,93,71,7,45,4,39,1,1022,30.18,1003,29.62,33,21,13,8,10,6.2,0,8,5,0,19,0,0,0
EDDC,10/29/2017,0,1,0,8,45,5,40,998.85,29.5,32,20,WNW,294,9.8,6.1,84,0,11,51,4,39,94,62,10,50,2,36,1,1011,29.86,988,29.18,57,36,18,12,10,6.2,0,6,3.7,0,20,0,0,0
EDDC,10/30/2017,0,0,0,6,42,1,34,1017.77,30.06,19,12,WNW,299,10,6.2,77,0,8,46,3,37,93,53,3,37,-2,28,1,1023,30.21,1011,29.86,33,21,7,5,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,10/31/2017,0,0,0,6,42,4,39,1023.32,30.22,13,8,West,278,10,6.2,85,0,7,44,4,39,93,76,5,41,2,36,1,1024,30.24,1022,30.18,20,13,9,6,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,11/1/2017,0,0,0,8,47,6,43,1019.29,30.1,14,8,WSW,244,9.2,5.7,86,0,10,50,7,44,93,76,8,46,3,37,1,1022,30.18,1017,30.04,20,13,9,6,10,6.2,0,4,2.5,0,18,0,0,0
EDDC,11/2/2017,0,0,0,10,50,7,44,1012.02,29.89,11,7,WSW,250,10,6.2,81,0,13,55,8,46,94,62,9,48,5,41,1,1016,30.01,1009,29.8,22,14,7,5,10,6.2,0,10,6.2,0,14,0,0,0
EDDC,11/3/2017,0,0,0,8,47,6,43,1016.7,30.03,9,6,WSW,254,9.4,5.8,84,0,12,53,5,41,93,67,7,45,4,39,0,1018,30.06,1014,29.95,15,9,0,0,10,6.2,0,6,3.7,0,18,0,0,0
EDDC,11/4/2017,0,0,0,7,44,4,40,1012.23,29.9,16,10,SSE,160,7.8,4.8,81,0,10,50,4,39,93,71,5,41,3,37,0,1016,30.01,1010,29.83,30,18,7,5,9,5.6,0,7,4.3,0,20,0,0,0
EDDC,11/5/2017,0,0,0,8,45,6,42,1007.58,29.76,18,11,South,169,8,4.9,86,0,9,48,6,42,100,76,8,46,5,41,1,1012,29.89,1005,29.68,33,21,7,5,10,6.2,0,3.5,2.2,0,20,0,0,0
EDDC,11/6/2017,0,0,0,6,42,5,41,1019.77,30.12,10,6,NW,315,8.5,5.3,95,0,7,44,5,41,100,87,6,43,4,39,1,1025,30.27,1012,29.89,17,10,0,0,10,6.2,0,2.7,1.7,0,22,0,0,0
EDDC,11/7/2017,0,0,0,6,44,5,42,1022.04,30.18,9,6,ENE,57,6.9,4.3,94,1,8,46,5,41,100,87,6,43,4,39,0,1025,30.27,1018,30.06,17,10,6,4,10,6.2,0,1.2,0.7,0,22,0,0,0
EDDC,11/8/2017,0,0,0,6,42,5,40,1018.28,30.07,7,5,ENE,66,4.6,2.8,94,1,8,46,3,37,100,87,6,43,3,37,1,1020,30.12,1017,30.04,17,10,2,1,6,3.7,0,1.9,1.2,0,24,0,0,0
EDDC,11/9/2017,0,0,0,6,42,5,41,1020.6,30.14,6,4,West,261,3.1,1.9,95,0,7,44,4,39,100,87,6,43,3,37,1,1021,30.15,1019,30.09,15,9,2,1,5,3.1,0,1.2,0.7,0,24,0,0,0
EDDC,11/10/2017,0,0,0,6,44,4,38,1013.12,29.92,16,10,WSW,241,9.8,6.1,80,0,8,46,5,41,87,76,5,41,2,36,1,1020,30.12,1008,29.77,30,18,11,7,10,6.2,0,6,3.7,0,22,0,0,0
EDDC,11/11/2017,0,0,0,6,42,2,36,1007.02,29.74,19,12,WSW,255,10,6.2,80,0,7,44,4,39,87,70,3,37,1,34,1,1010,29.83,1004,29.65,33,21,9,6,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,11/12/2017,0,0,0,4,38,1,35,1002.15,29.59,11,7,SW,232,10,6.2,85,0,6,42,1,33,100,70,3,37,0,32,1,1006,29.71,997,29.44,18,12,2,1,10,6.2,0,9,5.6,0,28,0,0,0
EDDC,11/13/2017,0,0,0,2,36,2,36,1011.06,29.86,10,6,WNW,296,8.3,5.2,95,0,4,39,1,33,100,87,3,37,0,32,1,1019,30.09,1002,29.59,18,12,4,2,10,6.2,0,2.8,1.7,0,29,0,0,0
EDDC,11/14/2017,0,0,0,3,37,1,35,1022.22,30.19,10,6,WSW,242,9.9,6.1,85,0,6,42,0,32,100,76,3,37,0,32,1,1024,30.24,1019,30.09,20,13,6,4,10,6.2,0,8,5,0,28,0,0,0
EDDC,11/15/2017,0,0,0,6,44,4,40,1025.48,30.28,10,6,SW,230,10,6.2,87,0,8,46,5,41,93,81,5,41,2,36,1,1026,30.3,1024,30.24,17,10,4,2,10,6.2,0,10,6.2,0,22,0,0,0
EDDC,11/16/2017,0,0,0,6,42,3,38,1023.75,30.23,8,5,SSE,165,9.3,5.8,88,0,8,46,3,37,100,76,5,41,1,34,0,1026,30.3,1022,30.18,18,12,2,1,10,6.2,0,7,4.3,0,24,0,0,0
EDDC,11/17/2017,0,0,0,4,38,3,37,1023.32,30.22,8,5,West,264,7.1,4.4,95,1,7,44,0,32,100,87,5,41,0,32,1,1024,30.24,1022,30.18,13,8,4,2,10,6.2,0,0.6,0.4,0,27,0,0,0
EDDC,11/18/2017,0,0,0,2,34,0,32,1016.71,30.03,13,8,SW,232,8.8,5.5,86,1,5,41,-2,28,100,65,3,37,-2,28,1,1023,30.21,1012,29.89,30,18,7,5,10,6.2,1,0.7,0.4,0,30,0,0,0
EDDC,11/19/2017,0,0,0,4,38,1,34,1009.15,29.8,19,12,West,266,9.9,6.2,85,0,5,41,2,35,93,75,3,37,0,32,1,1012,29.89,1008,29.77,33,21,15,9,10,6.2,0,7,4.3,0,27,0,0,0
EDDC,11/20/2017,0,0,0,4,38,2,35,1014.17,29.96,17,11,West,269,10,6.2,90,0,5,41,2,35,100,81,3,37,1,34,1,1016,30.01,1012,29.89,24,15,9,6,10,6.2,1,10,6.2,0,27,0,0,0
EDDC,11/21/2017,0,0,0,6,42,5,41,1009.9,29.83,12,7,SW,231,7.9,4.9,95,1,9,48,2,35,100,87,7,45,1,34,1,1012,29.89,1009,29.8,20,13,6,4,10,6.2,0,1.4,0.9,0,24,0,0,0
EDDC,11/22/2017,0,0,0,7,44,5,40,1009.72,29.82,15,9,SW,223,10,6.2,82,0,10,50,4,39,93,71,7,45,2,36,1,1011,29.86,1009,29.8,26,16,4,2,10,6.2,0,10,6.2,0,20,0,0,0
EDDC,11/23/2017,0,0,0,6,43,3,38,1009.29,29.81,14,9,SSE,162,,,75,0,11,51,2,35,100,58,5,41,1,34,0,1012,29.89,1008,29.77,28,17,6,4,,,0,,,0,22,0,0,0
EDDC,11/24/2017,0,0,0,11,51,6,42,1011.21,29.87,15,9,South,188,9.8,6.1,77,0,16,60,6,42,100,52,8,46,4,39,1,1013,29.92,1009,29.8,35,22,2,1,10,6.2,0,7,4.3,1,14,0,0,0
EDDC,11/25/2017,0,0,0,5,40,5,41,1008.6,29.79,12,7,SW,221,7.3,4.5,94,0,8,46,2,35,100,81,7,45,1,34,1,1015,29.98,1005,29.68,26,16,4,2,10,6.2,0,2.5,1.6,0,24,0,0,0
EDDC,11/26/2017,0,0,0,3,37,0,31,1018.5,30.08,14,9,WSW,250,10,6.2,80,0,5,41,1,33,93,65,1,34,-1,30,0,1021,30.15,1015,29.98,22,14,9,6,10,6.2,0,10,6.2,0,28,0,0,0
EDDC,11/27/2017,0,0,0,4,38,0,31,1016.87,30.03,20,12,SW,225,10,6.2,75,0,6,42,2,35,93,53,2,36,-3,27,1,1021,30.15,1009,29.8,33,21,15,9,10,6.2,0,10,6.2,0,26,0,0,0
EDDC,11/28/2017,0,0,0,4,38,2,36,1005.98,29.71,15,9,SW,219,10,6.2,84,0,6,42,2,35,93,70,3,37,0,32,1,1008,29.77,1005,29.68,24,15,6,4,10,6.2,0,10,6.2,0,26,0,0,0
EDDC,11/29/2017,0,0,0,2,36,-1,30,1005.17,29.69,9,5,SSW,192,10,6.2,84,0,5,41,-1,30,100,65,0,32,-2,28,0,1006,29.71,1005,29.68,13,8,6,4,10,6.2,0,10,6.2,0,30,0,0,0
EDDC,11/30/2017,0,0,0,1,34,-1,31,1003.64,29.64,7,4,West,260,9.7,6,89,0,3,37,-1,30,100,75,1,34,-2,28,1,1006,29.71,1002,29.59,15,9,2,1,10,6.2,0,6,3.7,0,32,0,0,0
EDDC,12/1/2017,0,0,0,0,32,-2,28,1013.19,29.92,6,4,WSW,254,10,6.2,87,0,2,35,-1,30,93,75,-1,30,-3,27,0,1020,30.12,1006,29.71,11,7,2,1,10,6.2,0,10,6.2,0,32,0,0,0
EDDC,12/2/2017,0,0,0,0,32,-2,28,1023.74,30.23,5,3,WSW,250,9.7,6,83,0,1,33,-1,30,93,75,-2,28,-3,27,0,1025,30.27,1020,30.12,9,6,2,1,10,6.2,1,8,5,0,34,0,0,0
EDDC,12/3/2017,0,0,0,-2,29,-4,25,1021.89,30.18,12,7,SW,235,9.6,6,81,0,0,32,-3,26,100,64,-1,30,-6,21,0,1025,30.27,1019,30.09,24,15,6,4,10,6.2,1,4,2.5,0,36,0,0,0
EDDC,12/4/2017,0,0,0,2,34,1,33,1021.02,30.15,16,10,West,280,9.2,5.7,94,0,3,37,0,32,100,87,2,36,-1,30,1,1026,30.3,1018,30.06,24,15,9,6,10,6.2,1,1.9,1.2,0,30,0,0,0
EDDC,12/5/2017,0,0,0,4,38,3,38,1027.4,30.34,17,11,West,271,9.2,5.7,91,0,6,42,2,35,100,81,4,39,1,34,1,1028,30.36,1026,30.3,26,16,13,8,10,6.2,0,5,3.1,0,26,0,0,0
EDDC,12/6/2017,0,0,0,5,41,1,34,1026.69,30.32,19,12,West,259,10,6.2,77,0,5,41,5,41,81,76,2,36,1,34,0,1028,30.36,1025,30.27,26,16,17,10,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,12/7/2017,0,0,0,6,42,-1,30,1016.3,30.01,16,10,SW,215,10,6.2,63,0,10,50,2,35,87,37,1,34,-4,25,0,1025,30.27,1006,29.71,32,20,6,4,10,6.2,0,10,6.2,0,22,0,0,0
EDDC,12/8/2017,0,0,0,4,40,0,33,1005.56,29.7,18,11,WSW,248,9.9,6.1,78,0,8,46,1,33,93,61,3,37,-3,27,1,1007,29.74,1004,29.65,35,22,9,6,10,6.2,1,6,3.7,0,26,0,0,0
EDDC,12/9/2017,0,0,0,0,30,-2,28,1007.36,29.75,17,10,WSW,243,9.4,5.8,85,0,1,33,-2,28,100,75,-1,30,-4,25,0,1009,29.8,1006,29.71,30,18,9,6,10,6.2,1,4,2.5,0,34,0,0,0
EDDC,12/10/2017,0,0,0,1,34,-5,23,995.38,29.4,22,14,South,190,9.1,5.6,72,0,6,42,-3,26,86,60,1,34,-7,19,0,1008,29.77,983,29.03,39,24,17,10,10,6.2,1,2.2,1.4,0,32,0,0,0
EDDC,12/11/2017,0,0,0,5,40,2,36,985.4,29.1,19,12,South,169,10,6.2,79,0,7,44,3,37,87,66,4,39,0,32,1,988,29.18,983,29.03,35,22,4,2,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,12/12/2017,0,0,0,6,42,-1,31,1001.3,29.57,21,13,WSW,240,10,6.2,67,0,8,46,3,37,76,57,3,37,-3,27,1,1014,29.95,987,29.15,39,24,9,6,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,12/13/2017,0,0,0,2,34,-3,26,1008.91,29.8,17,11,SSW,193,10,6.2,71,0,4,39,-1,30,87,52,-1,30,-6,21,1,1015,29.98,995,29.39,37,23,11,7,10,6.2,1,10,6.2,0,30,0,0,0
EDDC,12/14/2017,0,0,0,3,37,0,32,992.6,29.32,23,14,SW,216,10,6.2,79,0,5,41,1,33,93,61,2,36,-2,28,1,995,29.39,990,29.24,44,28,7,5,10,6.2,1,10,6.2,0,28,0,0,0
EDDC,12/15/2017,0,0,0,1,34,0,31,995.58,29.4,10,6,SSW,192,9.2,5.7,88,0,3,37,-1,30,100,81,2,36,-2,28,1,1001,29.56,992,29.3,18,12,4,2,10,6.2,1,1.2,0.7,0,32,0,0,0
EDDC,12/16/2017,0,0,0,0,32,0,31,1005.64,29.7,7,4,WSW,254,8.7,5.4,93,0,2,35,-1,30,100,87,1,34,-2,28,1,1012,29.89,1001,29.56,17,10,2,1,10,6.2,1,4,2.5,0,32,0,0,0
EDDC,12/17/2017,0,0,0,0,32,0,31,1017.29,30.04,10,6,West,281,8.7,5.4,97,0,2,35,-1,30,100,87,1,34,-1,30,1,1023,30.21,1012,29.89,15,9,4,2,10,6.2,1,0.3,0.2,0,32,0,0,0
EDDC,12/18/2017,0,0,0,-1,30,-3,27,1024.33,30.25,7,4,SSE,166,10,6.2,94,0,2,35,-4,24,100,86,0,32,-5,23,0,1028,30.36,1022,30.18,15,9,4,2,10,6.2,1,10,6.2,0,36,0,0,0
EDDC,12/19/2017,0,0,0,-1,30,-1,30,1029.46,30.4,8,5,WSW,240,7.4,4.6,94,1,1,33,-3,26,100,87,1,34,-4,25,1,1031,30.45,1028,30.36,15,9,2,1,10,6.2,1,0.4,0.2,0,36,0,0,0
EDDC,12/20/2017,0,0,0,2,36,1,34,1031.66,30.47,5,3,SSW,210,5.5,3.4,97,1,4,39,0,32,100,87,3,37,0,32,1,1033,30.51,1031,30.45,13,8,2,1,10,6.2,0,0.2,0.1,0,30,0,0,0
EDDC,12/21/2017,0,0,0,4,38,4,39,1029.15,30.39,12,8,West,268,7.9,4.9,96,0,6,42,2,35,100,87,6,43,1,34,1,1031,30.45,1027,30.33,20,13,9,6,10,6.2,0,2.6,1.6,0,26,0,0,0
EDDC,12/22/2017,0,0,0,4,39,3,38,1030.63,30.44,12,7,WNW,288,9.3,5.8,91,0,5,41,3,37,100,81,4,39,1,34,1,1032,30.48,1030,30.42,18,12,9,6,10,6.2,0,5,3.1,0,26,0,0,0
EDDC,12/23/2017,0,0,0,6,42,4,39,1026.53,30.32,17,11,West,269,10,6.2,83,0,9,48,3,37,93,76,5,41,1,34,0,1032,30.48,1023,30.21,32,20,9,6,10,6.2,0,10,6.2,0,22,0,0,0
EDDC,12/24/2017,0,0,0,8,46,5,40,1020.96,30.15,25,15,WSW,256,10,6.2,79,0,9,48,7,44,81,76,5,41,4,39,1,1023,30.21,1019,30.09,33,21,18,12,10,6.2,0,10,6.2,0,19,0,0,0
EDDC,12/25/2017,0,0,0,4,40,2,36,1016.91,30.03,16,10,SW,217,10,6.2,82,0,8,46,1,33,93,76,4,39,0,32,0,1020,30.12,1010,29.83,28,17,4,2,10,6.2,0,10,6.2,0,26,0,0,0
EDDC,12/26/2017,0,0,0,5,40,0,32,1004.65,29.67,17,11,South,181,10,6.2,78,0,9,48,1,33,87,61,3,37,-2,28,1,1010,29.83,1001,29.56,32,20,11,7,10,6.2,0,10,6.2,0,24,0,0,0
EDDC,12/27/2017,0,0,0,2,36,0,32,991.52,29.28,19,12,SSE,159,10,6.2,82,0,4,39,1,33,87,70,1,34,-2,28,1,1001,29.56,986,29.12,37,23,6,4,10,6.2,0,10,6.2,0,29,0,0,0
EDDC,12/28/2017,0,0,0,2,36,1,34,993.02,29.33,10,6,West,276,9,5.6,90,0,4,39,1,33,100,75,3,37,-3,27,1,1003,29.62,987,29.15,24,15,2,1,10,6.2,0,5,3.1,0,29,0,0,0
EDDC,12/29/2017,0,0,0,1,34,-4,25,1005.98,29.71,16,10,SW,227,10,6.2,74,0,3,37,-1,30,80,65,-2,28,-5,23,0,1008,29.77,1003,29.62,24,15,9,6,10,6.2,0,10,6.2,0,32,0,0,0
